device_id,EngSpeed,EngOilPress,EngCoolantTemp,EngFuelRate,BatteryPotential_PowerInput1,EngSpeed_normal,EngOilPress_normal,EngCoolantTemp_normal,EngFuelRate_normal,BatteryPotential_PowerInput1_normal,normal_label
id0002,-0.102929157,0.412898101,-0.387264815,2.586033219,0.863841561,True,True,True,True,True,True
id0006,1.303056528,1.46866728,0.305468698,-0.296365363,-1.29161847,True,True,True,True,True,True
id0002,-0.942146401,-0.780474212,-1.079998327,-0.639508052,1.079387564,True,True,True,True,True,True
id0006,-0.307715074,-0.488219768,0.998202211,0.89143625,-1.650861809,True,True,True,True,True,True
id0004,-0.942855178,-0.756119675,-1.079998327,-1.800914074,-0.070191119,True,True,True,True,True,True
id0006,-0.942829865,-0.731765138,-1.77273184,-1.035441923,-0.285737122,True,True,True,True,True,True
id0002,0.753982199,0.331310402,0.305468698,2.818314424,-16.88277936,True,True,True,True,True,True
id0002,0.699153238,0.705152545,0.305468698,-1.589749343,1.151236232,True,True,True,True,True,True
id0006,0.423793385,0.218061805,0.305468698,1.656908401,0.073506216,True,True,True,True,True,True
id0004,-0.942703297,-0.886416448,-1.079998327,-0.665903643,-0.501283125,True,True,True,True,True,True
id0002,-0.942956432,-0.756119675,-1.079998327,-0.61311246,-0.213888454,True,True,True,True,True,True
id0004,-0.937260903,0.437252638,-1.77273184,-1.510562569,-2.010105147,True,True,True,True,True,True
id0002,1.8525865,1.728043099,0.998202211,0.759458293,0.648295558,True,True,True,True,True,True
id0006,-0.943614582,-0.853537823,-1.079998327,-1.141024289,-0.429434457,True,True,True,True,True,True
id0004,-0.942627357,-0.253198486,-1.079998327,0.685550637,1.510479571,True,True,True,True,True,True
id0002,0.593216394,0.705152545,0.305468698,-1.114628697,-0.860526464,True,True,True,True,True,True
id0002,-0.607198656,-0.658701527,-0.387264815,-1.589749343,-0.644980461,True,True,True,True,True,True
id0002,0.784813997,0.656443471,1.690935723,-0.269969772,-0.501283125,True,True,True,True,True,True
id0006,-0.94257673,-0.74637786,-1.77273184,-1.241327536,0.720144226,True,True,True,True,True,True
id0004,-0.250354766,-0.025483565,-1.079998327,0.981181261,-1.794559144,True,True,True,True,True,True
id0006,-0.942146401,-0.829183286,-1.079998327,-0.877068375,1.151236232,True,True,True,True,True,True
id0002,-0.6586103,-0.902246897,0.305468698,0.907273605,-0.429434457,True,True,True,True,True,True
id0004,-0.517361176,-0.921730526,0.998202211,0.52189797,0.28905222,True,True,True,True,True,True
id0004,-0.339913799,-0.512574305,0.998202211,-0.164387406,-0.716829128,True,True,True,True,True,True
id0002,0.347169532,0.09628912,0.998202211,0.944227433,-2.441197153,True,True,True,True,True,True
id0004,1.076931362,1.192243285,0.998202211,-0.428343321,0.935690229,True,True,True,True,True,True
id0006,-0.94265267,-0.829183286,-1.079998327,-1.009046332,0.648295558,True,True,True,True,True,True
id0006,2.412444365,2.117715691,-1.77273184,-0.269969772,0.935690229,False,True,True,True,True,False
id0002,0.070873082,-0.350616634,0.998202211,0.073172916,-0.501283125,True,True,True,True,True,True
id0002,0.833086771,0.559025323,0.305468698,0.495502379,-0.429434457,True,True,True,True,True,True
id0006,0.238751969,0.18518318,0.998202211,0.627480336,-1.866407812,True,True,True,True,True,True
id0002,-0.942703297,-0.950955971,-1.079998327,-0.7978816,0.28905222,True,True,True,True,True,True
id0004,-0.942905805,-0.999665045,-0.387264815,-1.141024289,-10.63194527,True,True,True,True,True,True
id0006,-0.943133626,-0.731765138,-1.77273184,-1.193815472,0.935690229,True,True,True,True,True,True
id0006,-0.942981745,-0.950955971,-1.079998327,1.392952487,0.648295558,True,True,True,True,True,True
id0006,-0.942728611,-0.999665045,-1.079998327,1.588279864,0.504598223,True,True,True,True,True,True
id0002,-0.942981745,-1.024019582,-1.079998327,1.155392164,1.151236232,True,True,True,True,True,True
id0002,-0.942450163,-0.921730526,-1.079998327,0.331849712,0.648295558,True,True,True,True,True,True
id0006,-0.498452019,-0.780474212,1.690935723,0.046777325,-0.429434457,True,True,True,True,True,True
id0002,-0.943032372,-0.935125522,-1.079998327,0.152359691,0.360900887,True,True,True,True,True,True
id0002,1.920021566,1.825461247,-0.387264815,0.310733239,-0.429434457,True,True,True,True,True,False
id0002,1.14927724,1.094825137,0.998202211,0.495502379,-1.866407812,True,True,True,True,True,True
id0004,-0.943133626,-1.218855878,-0.387264815,0.944227433,0.648295558,True,True,True,True,True,True
id0006,-0.943108313,-1.194501341,0.305468698,1.023414207,-0.644980461,True,True,True,True,True,True
id0006,1.073235596,1.265306896,0.998202211,-0.533925686,0.720144226,True,True,True,True,True,True
id0002,-0.757636568,-1.072728656,-0.387264815,1.044530681,-0.070191119,True,True,True,True,True,True
id0004,2.453173728,2.190779302,-1.079998327,0.785853885,-5.171446526,False,True,True,True,True,False
id0002,1.035290715,1.119179674,-0.387264815,0.442711196,0.360900887,True,True,True,True,True,True
id0002,1.57439154,1.31401597,0.998202211,1.102600982,-0.285737122,True,True,True,True,True,False
id0002,-0.942855178,-1.03254367,-0.387264815,0.337128831,0.504598223,True,True,True,True,True,True
id0002,1.094296398,1.240952359,-0.387264815,-1.141024289,-10.84749128,True,True,True,True,True,True
id0002,0.793192753,2.970124486,-16.32013561,0.442711196,-4.596657185,True,True,True,True,True,True
id0002,0.540690958,0.33983449,0.998202211,0.020381734,0.073506216,True,True,True,True,True,False
